#flow_id|protocol|first_seen|last_seen|duration|src_ip|src_port|dst_ip|dst_port|ndpi_proto_num|ndpi_proto|proto_stack|proto_by_ip|server_name_sni|c_to_s_pkts|c_to_s_bytes|c_to_s_goodput_bytes|s_to_c_pkts|s_to_c_bytes|s_to_c_goodput_bytes|data_ratio|str_data_ratio|c_to_s_goodput_ratio|s_to_c_goodput_ratio|iat_flow_min|iat_flow_avg|iat_flow_max|iat_flow_stddev|iat_c_to_s_min|iat_c_to_s_avg|iat_c_to_s_max|iat_c_to_s_stddev|iat_s_to_c_min|iat_s_to_c_avg|iat_s_to_c_max|iat_s_to_c_stddev|pktlen_c_to_s_min|pktlen_c_to_s_avg|pktlen_c_to_s_max|pktlen_c_to_s_stddev|pktlen_s_to_c_min|pktlen_s_to_c_avg|pktlen_s_to_c_max|pktlen_s_to_c_stddev|cwr|ece|urg|ack|psh|rst|syn|fin|c_to_s_cwr|c_to_s_ece|c_to_s_urg|c_to_s_ack|c_to_s_psh|c_to_s_rst|c_to_s_syn|c_to_s_fin|s_to_c_cwr|s_to_c_ece|s_to_c_urg|s_to_c_ack|s_to_c_psh|s_to_c_rst|s_to_c_syn|s_to_c_fin|c_to_s_init_win|s_to_c_init_win|server_info|tls_version|quic_version|ja3s|advertised_alpns|negotiated_alpn|tls_supported_versions|ssh_client_hassh|ssh_server_hassh|flow_info|plen_bins|http_user_agent
439|17|1432572818.569|1432572818.983|0.414|fe80::2c5a:e25e:653f:8c01|49313|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|414|414.0|414|0.0|414|414.0|414|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
871|17|1432572891.075|1432572891.486|0.411|fe80::9897:a90b:afe1:7058|58013|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|410|410.0|410|0.0|410|410.0|410|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
3320|17|1432573325.843|1432573326.253|0.410|fe80::649d:28f4:e276:7158|59573|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|410|410.0|410|0.0|410|410.0|410|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
943|17|1432572902.953|1432572903.374|0.421|131.202.240.70|61890|224.0.0.252|5355|154|LLMNR|LLMNR|Unknown|wpad|2|128|44|0|0|0|1.000|Upload|34.1|0.0|420|420.0|420|0.0|420|420.0|420|0.0|0|0.0|0|0.0|64|64.0|64|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
2908|17|1432573238.532|1432573238.945|0.413|fe80::d538:5233:85c7:aee2|60395|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|413|413.0|413|0.0|413|413.0|413|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
3073|17|1432573275.026|1432573275.446|0.420|fe80::7d39:f86f:fc49:f07c|50709|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|420|420.0|420|0.0|420|420.0|420|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
317|2|1432572797.302|1432573301.921|504.619|131.202.242.195|0|224.0.1.60|0|82|IGMP|IGMP|Unknown||5|300|0|0|0|0|1.000|Upload|0.0|0.0|124350|126154.2|127567|1198.6|124350|126154.2|127567|1198.6|0|0.0|0|0.0|60|60.0|60|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
655|17|1432572861.612|1432573164.107|302.495|131.202.240.242|63681|8.8.8.8|53|5|DNS|DNS|Google|1.0.0.127.in-addr.arpa|5|414|204|5|706|496|-0.261|Download|49.2|70.2|2|37811.6|239347|78897.1|0|75617.0|239601|98093.0|58|75617.0|239373|97953.8|82|82.8|84|1.0|100|141.2|156|20.7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|||||||0.0.0.0|0;60;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
720|17|1432572868.989|1432572869.398|0.409|131.202.240.79|63930|224.0.0.252|5355|154|LLMNR|LLMNR|Unknown|wpad|2|128|44|0|0|0|1.000|Upload|34.1|0.0|409|409.0|409|0.0|409|409.0|409|0.0|0|0.0|0|0.0|64|64.0|64|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
1209|17|1432572943.061|1432572943.482|0.421|fe80::7d39:f86f:fc49:f07c|58902|ff02::1:3|5355|154|LLMNR|LLMNR|Unknown|wpad|2|168|44|0|0|0|1.000|Upload|26.0|0.0|420|420.0|420|0.0|420|420.0|420|0.0|0|0.0|0|0.0|84|84.0|84|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||||100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0|
